name,price,price_old,sale,url
Модульный диван Полан-3 Velvet Smoke,73 960,82 960,-10%,https://www.divan.ru/product/modulnyj-divan-polan-3-velvet-smoke
Диван Лави Velvet Terra,38 990,64 990,-40%,https://www.divan.ru/product/divan-lavi-velvet-terra
Модульный диван Полан-4 Velvet Smoke,101 960,112 960,-9%,https://www.divan.ru/product/modulnyj-divan-polan-4-velvet-smoke
Диван угловой Эдвин Velvet Light,72 990,91 990,-20%,https://www.divan.ru/product/divan-uglovoj-edvin-velvet-light
Диван угловой Стаус Velvet Smoke,34 990,43 990,-20%,https://www.divan.ru/product/divan-uglovoj-staus-velvet-smoke
Диван угловой Динс Velvet Honey,54 990,84 990,-35%,https://www.divan.ru/product/divan-uglovoj-dins-velvet-honey
Диван Тилар Textile Beige,28 990,36 990,-21%,https://www.divan.ru/product/divan-tilar-textile-beige
Диван Слипсон Velvet Honey,59 990,85 990,-30%,https://www.divan.ru/product/divan-slipson-velvet-honey
Диван Мисл Barhat Beige,74 990,93 990,-20%,https://www.divan.ru/product/divan-misl-barhat-beige
Диван угловой Мисл-1 Barhat Beige,109 990,146 990,-25%,https://www.divan.ru/product/divan-uglovoj-misl-1-barhat-beige
Диван Мисл Barhat Marsala,74 990,93 990,-20%,https://www.divan.ru/product/divan-misl-barhat-marsala
Диван Ситено Barhat Ginger,59 990,85 990,-30%,https://www.divan.ru/product/divan-siteno-barhat-ginger
Модульный диван Этен 3 Vertical Mix,140 940,184 940,-23%,https://www.divan.ru/product/modulnyj-divan-eten-3-vertical-mix-old-08-06-2022-jeans
Модульный диван Этен Vertical Beige,81 960,109 960,-25%,https://www.divan.ru/product/modulnyj-divan-eten-vertical-beige
Диван Ольен Velvet Navy Blue,64 990,86 990,-25%,https://www.divan.ru/product/divan-olen-velvet-navy-blue
Диван Байма Velvet Navy Blue,69 990,93 990,-25%,https://www.divan.ru/product/divan-bajma-velvet-navy-blue
Модульный диван Этен 2 Vertical Mint,149 940,195 940,-23%,https://www.divan.ru/product/modulnyj-divan-eten-2-vertical-mint
Диван Соланс Velvet Navy Blue,28 990,34 990,-17%,https://www.divan.ru/product/divan-solans-velvet-navy-blue
Диван угловой Сайле Barhat Light,149 990,176 990,-15%,https://www.divan.ru/product/divan-uglovoj-sajle-barhat-light
Модульный диван Этен 2 Vertical Mix,149 940,195 940,-23%,https://www.divan.ru/product/modulnyj-divan-eten-2-vertical-mix-old-21-06-2022-milk
Модульный диван Этен Vertical Mint,81 960,109 960,-25%,https://www.divan.ru/product/modulnyj-divan-eten-vertical-mint
Диван Мисл Barhat White,74 990,93 990,-20%,https://www.divan.ru/product/divan-misl-barhat-white
Диван Слипсон Happy Grafit,59 990,85 990,-30%,https://www.divan.ru/product/divan-slipson-happy-grafit
Диван угловой Мисл-1 Barhat White,109 990,146 990,-25%,https://www.divan.ru/product/divan-uglovoj-misl-1-barhat-white
Диван Ольен Мини Cozy Ivory,62 990,96 990,-35%,https://www.divan.ru/product/divan-olen-mini-cozy-ivory
Диван угловой Динс Velvet Terra,54 990,84 990,-35%,https://www.divan.ru/product/divan-uglovoj-dins-velvet-terra
Диван Стаус Velvet Caramel,29 990,39 990,-25%,https://www.divan.ru/product/divan-staus-velvet-caramel
Диван угловой Слипсон Velvet Emerald,64 990,93 990,-30%,https://www.divan.ru/product/divan-uglovoj-slipson-velvet-emerald
Диван угловой Эби-1 Velvet Smoke,69 990,104 990,-33%,https://www.divan.ru/product/divan-uglovoj-ebi-1-velvet-smoke
Диван Тилар Cozy Milk,28 990,39 990,-27%,https://www.divan.ru/product/divan-tilar-cozy-milk
Диван угловой Байвин-2 Soft Light,99 990,142 990,-30%,https://www.divan.ru/product/divan-uglovoj-bajvin-2-soft-light
Диван Саннес Velvet Olive,46 990,58 990,-20%,https://www.divan.ru/product/divan-sannes-velvet-olive
Диван Виена Bucle Beige,84 990,122 990,-30%,https://www.divan.ru/product/divan-viena-bucle-beige
Диван Кейсес Velvet Olive,24 990,33 290,-24%,https://www.divan.ru/product/divan-kejses-velvet-olive
Диван угловой Виена Bucle Beige,86 990,124 990,-30%,https://www.divan.ru/product/divan-uglovoj-viena-bucle-beige
Диван угловой Биани-2 Barhat Smoke,99 990,134 990,-25%,https://www.divan.ru/product/divan-uglovoj-biani-2-barhat-smoke
Диван Массе Velvet Olive,59 990,70 990,-15%,https://www.divan.ru/product/divan-masse-velvet-olive
Диван Байвин Soft Light,66 990,89 990,-25%,https://www.divan.ru/product/divan-bajvin-soft-light
Диван Слипсон Мини Linia Olive,54 990,78 990,-30%,https://www.divan.ru/product/divan-slipson-mini-linia-olive
Диван Винси Soft Light,20 990,23 990,-12%,https://www.divan.ru/product/divan-vinsi-soft-light
Диван угловой Вайвел Barhat Smoke,89 990,105 990,-15%,https://www.divan.ru/product/divan-uglovoj-vajvel-barhat-smoke
Диван Марей Soft Light,89 990,112 990,-20%,https://www.divan.ru/product/divan-marej-soft-light
Диван Ларонсо Soft Terra,84 990,113 990,-25%,https://www.divan.ru/product/divan-laronso-soft-terra
Диван Роттердам-3 Cozy Milk,32 990,40 990,-19%,https://www.divan.ru/product/divan-rotterdam-3-cozy-milk
Диван Викс Textile Coral,21 990,26 990,-18%,https://www.divan.ru/product/divan-viks-textile-coral
Диван угловой Лилле Velvet Atlantic,56 990,71 990,-20%,https://www.divan.ru/product/divan-uglovoj-lille-velvet-atlantic
Диван Ситено Barhat Stone,59 990,85 990,-30%,https://www.divan.ru/product/divan-siteno-barhat-stone
Модульный диван Риббл-5 Bucle Silver,194 960,0,нет скидки,https://www.divan.ru/product/modulnyj-divan-ribbl-5-bucle-silver
Диван Аркет-3 Velvet Yellow,40 990,43 990,-6%,https://www.divan.ru/product/divan-arket-3-velvet-yellow-new
Диван Сорен Textile Grafit,59 990,70 990,-15%,https://www.divan.ru/product/divan-soren-textile-grafit
Диван Маре Мини Velvet Pink,26 990,44 990,-40%,https://www.divan.ru/product/divan-mare-mini-velvet-pink
Диван Маре Мини Velvet Grafit,26 990,44 990,-40%,https://www.divan.ru/product/divan-mare-mini-velvet-grafit-new
Диван Льери Barhat Blue,74 990,107 990,-30%,https://www.divan.ru/product/divan-leri-barhat-blue-old-24-08-2023
Диван Боско-3 Land Forest,49 990,52 990,-5%,https://www.divan.ru/product/divan-bosko-3-land-forest
Диван угловой Эби-1 Gene Ocean,72 990,103 990,-29%,https://www.divan.ru/product/divan-uglovoj-abi-1-happy-deep-ocean
Диван Риббл-10 Bucle White,83 990,0,нет скидки,https://www.divan.ru/product/divan-ribbl-10-bucle-white
Модульный диван Риббл-5 Bucle White,194 960,0,нет скидки,https://www.divan.ru/product/modulnyj-divan-ribbl-5-bucle-white
Диван Льери Bucle White,89 990,129 990,-30%,https://www.divan.ru/product/divan-leri-bucle-white
Диван Риббл-11 Bucle White,83 990,0,нет скидки,https://www.divan.ru/product/divan-ribbl-11-bucle-white
Диван Ларонсо Bucle Shadow,89 990,119 990,-25%,https://www.divan.ru/product/divan-laronso-bucle-shadow
Диван Лилле Velvet Terra,46 990,58 990,-20%,https://www.divan.ru/product/divan-lille-velvet-terra-new
Модульный диван Риббл-2 Bucle Grafit,128 980,0,нет скидки,https://www.divan.ru/product/modulnyj-divan-ribbl-2-bucle-grafit
Диван Шилдс Bucle Beige,79 990,114 990,-30%,https://www.divan.ru/product/divan-shilds-bucle-beige
Диван Эби Мини Linia Pink,54 990,78 990,-30%,https://www.divan.ru/product/divan-abi-mini-linia-pink
Диван угловой Слипсон Happy Grafit,64 990,93 990,-30%,https://www.divan.ru/product/divan-uglovoj-slipson-happy-grafit
